Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,Change %
6355.07,6749.94,6000.0,6200.79,4856.65829443,30895079.642629,6361.3863215499,-0.02
6197.25,7284.82,6114.24,6967.95,5381.09793166,36637250.746031,6808.5084514953,0.11
5653.97,6587.73,5650.83,6355.45,3890.11023073,23852842.182554,6131.6622840473,0.11
6355.07,6749.94,6000.0,6200.79,4856.65829443,30895079.642629,6361.3863215499,-0.02
5487.32,5715.0,5439.49,5661.65,2085.88690966,11699071.67025,5608.6797496402,0.03
5653.97,6587.73,5650.83,6355.45,3890.11023073,23852842.182554,6131.6622840473,0.11
5311.08,5500.0,5292.56,5471.88,1717.59644985,9259089.1419129,5390.724429316,0.03
5487.32,5715.0,5439.49,5661.65,2085.88690966,11699071.67025,5608.6797496402,0.03
5147.28,5349.0,5063.63,5297.89,1620.6361253,8480669.8931464,5232.9266025565,0.03
5311.08,5500.0,5292.56,5471.88,1717.59644985,9259089.1419129,5390.724429316,0.03
5080.36,5336.27,5080.36,5143.95,2423.55066486,12705641.04405,5242.5729027555,0.01
5147.28,5349.0,5063.63,5297.89,1620.6361253,8480669.8931464,5232.9266025565,0.03
5114.18,5136.96,4975.0,5082.0,1625.06671896,8213197.5830009,5054.0679266739,-0.01
5080.36,5336.27,5080.36,5143.95,2423.55066486,12705641.04405,5242.5729027555,0.01
5150.28,5170.0,5026.03,5115.93,623.08695456,3181138.3471019,5105.4484832671,-0.01
5114.18,5136.96,4975.0,5082.0,1625.06671896,8213197.5830009,5054.0679266739,-0.01
5055.0,5198.0,4926.45,5143.61,1359.93013744,6931998.6779742,5097.3196983658,0.02
5150.28,5170.0,5026.03,5115.93,623.08695456,3181138.3471019,5105.4484832671,-0.01
4829.07,5189.22,4806.07,5055.0,3052.75695649,15457692.864915,5063.5190043716,0.04
5055.0,5198.0,4926.45,5143.61,1359.93013744,6931998.6779742,5097.3196983658,0.02
4757.71,4850.0,4737.37,4825.5,1111.2990158,5330359.3361513,4796.5122441093,0.01
4829.07,5189.22,4806.07,5055.0,3052.75695649,15457692.864915,5063.5190043716,0.04
4699.87,4766.36,4694.36,4757.96,897.46118201,4245260.4748075,4730.2998278985,0.01
4757.71,4850.0,4737.37,4825.5,1111.2990158,5330359.3361513,4796.5122441093,0.01
4609.32,4717.62,4583.94,4699.87,1344.21419865,6268026.7872024,4662.9672514227,0.02
4699.87,4766.36,4694.36,4757.96,897.46118201,4245260.4748075,4730.2998278985,0.01
4629.43,4653.61,4551.0,4601.51,1359.86366555,6274826.8556404,4614.3058415363,-0.01
4609.32,4717.62,4583.94,4699.87,1344.21419865,6268026.7872024,4662.9672514227,0.02
4653.09,4690.0,4585.0,4629.44,611.06682287,2835517.6710682,4640.2742956172,-0.01
4629.43,4653.61,4551.0,4601.51,1359.86366555,6274826.8556404,4614.3058415363,-0.01
4628.95,4691.81,4590.05,4652.02,629.18864148,2924986.307248,4648.8224904501,0.0
4653.09,4690.0,4585.0,4629.44,611.06682287,2835517.6710682,4640.2742956172,-0.01
4621.62,4779.93,4524.5,4623.42,2384.45820634,11052491.118335,4635.2211537816,0.0
4628.95,4691.81,4590.05,4652.02,629.18864148,2924986.307248,4648.8224904501,0.0
4887.99,4960.82,4486.5,4619.73,2661.94174636,12676296.551069,4762.0488195892,-0.05
4621.62,4779.93,4524.5,4623.42,2384.45820634,11052491.118335,4635.2211537816,0.0
4946.99,5019.96,4825.0,4885.84,1519.08822686,7429513.3193062,4890.771442988,-0.01
4887.99,4960.82,4486.5,4619.73,2661.94174636,12676296.551069,4762.0488195892,-0.05
4789.01,5022.39,4772.61,4941.94,1820.56137376,9018962.5904383,4953.9459204341,0.03
4946.99,5019.96,4825.0,4885.84,1519.08822686,7429513.3193062,4890.771442988,-0.01
4727.65,4840.57,4676.07,4783.83,990.49869228,4707260.9849099,4752.4151436025,0.01
4789.01,5022.39,4772.61,4941.94,1820.56137376,9018962.5904383,4953.9459204341,0.03
4743.25,4761.63,4650.0,4725.65,507.12966458,2381642.2108976,4696.3180765023,-0.0
4727.65,4840.57,4676.07,4783.83,990.49869228,4707260.9849099,4752.4151436025,0.01
4717.06,4778.59,4681.37,4741.59,353.16013383,1672465.6777263,4735.7148146608,0.01
4743.25,4761.63,4650.0,4725.65,507.12966458,2381642.2108976,4696.3180765023,-0.0
4705.22,4771.06,4625.0,4717.06,807.2881454,3784799.8016821,4688.2885909427,0.0
4717.06,4778.59,4681.37,4741.59,353.16013383,1672465.6777263,4735.7148146608,0.01
4630.43,4741.69,4624.59,4698.01,1304.92639124,6104033.0468855,4677.6838048966,0.01
4705.22,4771.06,4625.0,4717.06,807.2881454,3784799.8016821,4688.2885909427,0.0
4616.04,4666.9,4583.06,4630.0,1176.93156827,5437879.7521974,4620.3873689875,0.0
4630.43,4741.69,4624.59,4698.01,1304.92639124,6104033.0468855,4677.6838048966,0.01
4457.51,4637.3,4443.38,4616.04,1494.37175833,6764538.1370039,4526.6769124193,0.03
4616.04,4666.9,4583.06,4630.0,1176.93156827,5437879.7521974,4620.3873689875,0.0
4573.38,4597.37,4384.56,4460.58,1365.28757602,6177343.5858957,4524.5732066965,-0.02
4457.51,4637.3,4443.38,4616.04,1494.37175833,6764538.1370039,4526.6769124193,0.03
4503.35,4585.8,4457.84,4564.43,367.73496151,1659989.7412635,4514.0927978324,0.01
4573.38,4597.37,4384.56,4460.58,1365.28757602,6177343.5858957,4524.5732066965,-0.02
4502.75,4536.77,4469.01,4501.51,647.06044489,2915568.185127,4505.8668137606,-0.0
4503.35,4585.8,4457.84,4564.43,367.73496151,1659989.7412635,4514.0927978324,0.01
4485.4,4533.78,4355.0,4494.9,1405.50888501,6261253.7696466,4454.7948692633,0.0
4502.75,4536.77,4469.01,4501.51,647.06044489,2915568.185127,4505.8668137606,-0.0
4723.64,4744.18,4416.91,4484.96,2893.28641248,13094734.256308,4525.9032081388,-0.05
4485.4,4533.78,4355.0,4494.9,1405.50888501,6261253.7696466,4454.7948692633,0.0
4615.7,4854.68,4596.0,4724.99,2312.11664772,10900961.385329,4714.7108239882,0.02
4723.64,4744.18,4416.91,4484.96,2893.28641248,13094734.256308,4525.9032081388,-0.05
4704.75,4705.65,4576.06,4615.35,1612.03246792,7459232.4256404,4627.2222018362,-0.02
4615.7,4854.68,4596.0,4724.99,2312.11664772,10900961.385329,4714.7108239882,0.02
4639.13,4770.0,4567.23,4708.6,2636.53597513,12257242.127283,4648.9948337149,0.01
4704.75,4705.65,4576.06,4615.35,1612.03246792,7459232.4256404,4627.2222018362,-0.02
4505.55,4693.83,4481.91,4638.75,1103.48552057,5065623.5149177,4590.5663649316,0.03
4639.13,4770.0,4567.23,4708.6,2636.53597513,12257242.127283,4648.9948337149,0.01
4498.91,4670.95,4327.75,4488.97,1410.75616906,6367759.6218929,4513.7209119105,-0.0
4505.55,4693.83,4481.91,4638.75,1103.48552057,5065623.5149177,4590.5663649316,0.03
4380.18,4534.03,4353.32,4488.11,1533.57402089,6823736.3273649,4449.5643734267,0.02
4498.91,4670.95,4327.75,4488.97,1410.75616906,6367759.6218929,4513.7209119105,-0.0
4435.74,4517.15,4250.73,4372.0,2139.44482381,9456612.1702024,4420.1243542059,-0.01
4380.18,4534.03,4353.32,4488.11,1533.57402089,6823736.3273649,4449.5643734267,0.02
4380.58,4767.0,4280.0,4426.0,4759.45740531,21454291.202496,4507.7178710665,0.01
4435.74,4517.15,4250.73,4372.0,2139.44482381,9456612.1702024,4420.1243542059,-0.01
3699.51,4528.06,3691.67,4380.73,5410.19207875,22848012.678032,4223.142606669,0.16
4380.58,4767.0,4280.0,4426.0,4759.45740531,21454291.202496,4507.7178710665,0.01
3651.3,3704.86,3608.03,3693.18,1479.42010179,5442939.8085059,3679.1035906031,0.01
3699.51,4528.06,3691.67,4380.73,5410.19207875,22848012.678032,4223.142606669,0.16
3654.49,3661.17,3634.6,3651.3,414.2562388,1510870.1896188,3647.187533,-0.0
3651.3,3704.86,3608.03,3693.18,1479.42010179,5442939.8085059,3679.1035906031,0.01
3649.95,3682.0,3600.61,3648.8,572.33938248,2085577.6794977,3643.9527723231,-0.0
3654.49,3661.17,3634.6,3651.3,414.2562388,1510870.1896188,3647.187533,-0.0
3573.0,3654.48,3569.0,3649.94,1322.30598115,4788902.4175171,3621.6295515447,0.02
3649.95,3682.0,3600.61,3648.8,572.33938248,2085577.6794977,3643.9527723231,-0.0
3575.01,3582.73,3548.0,3573.0,1050.29596394,3749419.0975733,3569.8690905257,-0.0
3573.0,3654.48,3569.0,3649.94,1322.30598115,4788902.4175171,3621.6295515447,0.02
3478.43,3593.53,3472.04,3581.7,1842.9151179,6540360.9070719,3548.9214036752,0.03
3575.01,3582.73,3548.0,3573.0,1050.29596394,3749419.0975733,3569.8690905257,-0.0
3463.02,3485.05,3442.21,3478.43,870.85233282,3015090.409891,3462.2292394022,0.0
3478.43,3593.53,3472.04,3581.7,1842.9151179,6540360.9070719,3548.9214036752,0.03
3518.67,3523.99,3420.0,3462.28,1411.56549253,4924136.922967,3488.4225698528,-0.02
3463.02,3485.05,3442.21,3478.43,870.85233282,3015090.409891,3462.2292394022,0.0
3525.0,3525.0,3488.63,3518.99,269.56573274,947594.16248296,3515.2619468771,-0.0
3518.67,3523.99,3420.0,3462.28,1411.56549253,4924136.922967,3488.4225698528,-0.02
3531.43,3544.67,3504.6,3525.0,492.6124227,1735210.861211,3522.466712675,-0.0
3525.0,3525.0,3488.63,3518.99,269.56573274,947594.16248296,3515.2619468771,-0.0
3501.35,3548.22,3481.02,3525.19,1083.85300341,3822024.4089088,3526.3309663616,0.01
3531.43,3544.67,3504.6,3525.0,492.6124227,1735210.861211,3522.466712675,-0.0
3529.7,3566.0,3450.01,3502.43,1009.33374952,3551003.731754,3518.1660510636,-0.01
3501.35,3548.22,3481.02,3525.19,1083.85300341,3822024.4089088,3526.3309663616,0.01
3524.82,3542.67,3498.0,3531.65,1011.19290143,3562707.7769807,3523.2721392155,0.0
3529.7,3566.0,3450.01,3502.43,1009.33374952,3551003.731754,3518.1660510636,-0.01
3509.62,3538.19,3481.4,3524.32,1262.41010073,4432073.3409699,3510.803136324,0.0
3524.82,3542.67,3498.0,3531.65,1011.19290143,3562707.7769807,3523.2721392155,0.0
3506.2,3547.02,3469.29,3509.62,854.72634809,2989738.8798118,3497.8901568821,0.0
3509.62,3538.19,3481.4,3524.32,1262.41010073,4432073.3409699,3510.803136324,0.0
3524.26,3527.94,3475.0,3506.43,642.7860911,2252177.7265178,3503.7748291405,-0.01
3506.2,3547.02,3469.29,3509.62,854.72634809,2989738.8798118,3497.8901568821,0.0
3449.64,3563.48,3445.0,3524.3,1256.80555073,4411267.2943364,3509.9043696729,0.02
3524.26,3527.94,3475.0,3506.43,642.7860911,2252177.7265178,3503.7748291405,-0.01
3410.97,3455.69,3401.02,3445.0,1026.41973101,3520494.0012294,3429.8775587305,0.01
3449.64,3563.48,3445.0,3524.3,1256.80555073,4411267.2943364,3509.9043696729,0.02
3404.98,3450.0,3351.0,3406.7,1149.68522433,3915552.6011653,3405.7605667214,0.0
3410.97,3455.69,3401.02,3445.0,1026.41973101,3520494.0012294,3429.8775587305,0.01
3426.69,3434.74,3387.67,3405.16,1364.32766013,4650730.8631426,3408.8078685581,-0.01
3404.98,3450.0,3351.0,3406.7,1149.68522433,3915552.6011653,3405.7605667214,0.0
3427.14,3444.0,3373.38,3426.72,1988.7968746,6815153.9103365,3426.7722346995,-0.0
3426.69,3434.74,3387.67,3405.16,1364.32766013,4650730.8631426,3408.8078685581,-0.01
3473.78,3483.91,3398.01,3421.05,811.51968992,2782700.3865516,3428.9992234519,-0.02
3427.14,3444.0,3373.38,3426.72,1988.7968746,6815153.9103365,3426.7722346995,-0.0
3485.87,3488.26,3441.79,3473.73,339.58089042,1175889.3115083,3462.7664414624,-0.0
3473.78,3483.91,3398.01,3421.05,811.51968992,2782700.3865516,3428.9992234519,-0.02
3426.16,3510.0,3415.53,3485.87,856.36435666,2977024.0754762,3476.352153524,0.02
3485.87,3488.26,3441.79,3473.73,339.58089042,1175889.3115083,3462.7664414624,-0.0
3450.13,3487.98,3350.0,3426.17,1746.16994547,6015726.7271222,3445.0980803607,-0.01
3426.16,3510.0,3415.53,3485.87,856.36435666,2977024.0754762,3476.352153524,0.02
3408.9,3472.15,3385.0,3450.12,1593.4246972,5468703.0333763,3432.0435995413,0.01
3450.13,3487.98,3350.0,3426.17,1746.16994547,6015726.7271222,3445.0980803607,-0.01
3403.82,3444.64,3370.25,3407.56,1324.99684175,4507978.0162977,3402.2556690352,0.0
3408.9,3472.15,3385.0,3450.12,1593.4246972,5468703.0333763,3432.0435995413,0.01
3272.14,3426.25,3261.13,3403.82,1380.43032834,4625999.7050092,3351.1287096771,0.04
3403.82,3444.64,3370.25,3407.56,1324.99684175,4507978.0162977,3402.2556690352,0.0
3336.49,3350.79,3239.0,3272.14,1253.05165732,4108753.9988858,3278.9980962745,-0.02
3272.14,3426.25,3261.13,3403.82,1380.43032834,4625999.7050092,3351.1287096771,0.04
3364.78,3369.96,3311.0,3336.5,273.72853943,916419.11149783,3347.9121811929,-0.01
3336.49,3350.79,3239.0,3272.14,1253.05165732,4108753.9988858,3278.9980962745,-0.02
3356.97,3367.2,3303.48,3359.0,438.96215877,1471875.5411688,3353.0806967349,0.0
3364.78,3369.96,3311.0,3336.5,273.72853943,916419.11149783,3347.9121811929,-0.01
3340.11,3386.04,3336.27,3357.06,959.97370098,3225372.6342188,3359.8552032479,0.01
3356.97,3367.2,3303.48,3359.0,438.96215877,1471875.5411688,3353.0806967349,0.0
3339.99,3420.83,3307.39,3336.27,1417.83692422,4755356.9985548,3353.952007683,-0.0
3340.11,3386.04,3336.27,3357.06,959.97370098,3225372.6342188,3359.8552032479,0.01
3339.12,3363.11,3226.29,3339.99,1696.06968755,5639071.6113461,3324.7876857536,0.0
3339.99,3420.83,3307.39,3336.27,1417.83692422,4755356.9985548,3353.952007683,-0.0
3367.63,3376.73,3315.0,3332.54,1281.02919798,4284433.5691907,3344.5245244579,-0.01
3339.12,3363.11,3226.29,3339.99,1696.06968755,5639071.6113461,3324.7876857536,0.0
3302.32,3406.99,3299.48,3366.83,1430.73549551,4791535.1500526,3349.001380821,0.02
3367.63,3376.73,3315.0,3332.54,1281.02919798,4284433.5691907,3344.5245244579,-0.01
3633.51,3694.7,3276.36,3301.3,1980.71375115,6843934.6978108,3455.2871124549,-0.09
3302.32,3406.99,3299.48,3366.83,1430.73549551,4791535.1500526,3349.001380821,0.02
3483.18,3673.0,3452.51,3633.5,1345.38604433,4779039.2122202,3552.1694552735,0.04
3633.51,3694.7,3276.36,3301.3,1980.71375115,6843934.6978108,3455.2871124549,-0.09
3442.83,3492.07,3430.36,3483.18,952.11301235,3299213.1768092,3465.148710305,0.01
3483.18,3673.0,3452.51,3633.5,1345.38604433,4779039.2122202,3552.1694552735,0.04
3479.33,3522.25,3410.72,3442.83,1149.31218868,3970882.2613772,3455.0075257949,-0.01
3442.83,3492.07,3430.36,3483.18,952.11301235,3299213.1768092,3465.148710305,0.01
3431.02,3497.09,3410.21,3480.48,1204.18779617,4161504.0195547,3455.8596531128,0.01
3479.33,3522.25,3410.72,3442.83,1149.31218868,3970882.2613772,3455.0075257949,-0.01
3427.56,3523.47,3403.23,3438.21,1837.82389108,6355981.962008,3458.4281948108,0.0
3431.02,3497.09,3410.21,3480.48,1204.18779617,4161504.0195547,3455.8596531128,0.01
3216.63,3469.0,3206.16,3426.93,2269.40181043,7597420.7672097,3347.7635966855,0.06
3427.56,3523.47,3403.23,3438.21,1837.82389108,6355981.962008,3458.4281948108,0.0
3177.96,3258.0,3158.05,3216.62,545.98257641,1740197.7816615,3187.2771345632,0.01
3216.63,3469.0,3206.16,3426.93,2269.40181043,7597420.7672097,3347.7635966855,0.06
3167.32,3200.71,3161.46,3182.0,506.12619003,1610833.675935,3182.672044376,0.0
3177.96,3258.0,3158.05,3216.62,545.98257641,1740197.7816615,3187.2771345632,0.01
3159.95,3211.58,3152.0,3169.7,1090.00860678,3460351.4296662,3174.6092720208,0.0
3167.32,3200.71,3161.46,3182.0,506.12619003,1610833.675935,3182.672044376,0.0
3180.66,3189.99,3141.4,3157.64,1051.41809893,3330195.4001017,3167.3369551949,-0.01
3159.95,3211.58,3152.0,3169.7,1090.00860678,3460351.4296662,3174.6092720208,0.0
3173.56,3199.52,3152.22,3181.0,1352.47688262,4290118.1572541,3172.0454614672,0.0
3180.66,3189.99,3141.4,3157.64,1051.41809893,3330195.4001017,3167.3369551949,-0.01
3192.98,3195.0,3142.28,3173.57,1520.12033664,4821872.6425411,3172.0335070309,-0.01
3173.56,3199.52,3152.22,3181.0,1352.47688262,4290118.1572541,3172.0454614672,0.0
3228.12,3228.12,3168.0,3192.98,1425.70033494,4547223.985947,3189.4668707771,-0.01
3192.98,3195.0,3142.28,3173.57,1520.12033664,4821872.6425411,3172.0335070309,-0.01
3201.4,3230.97,3160.03,3224.5,478.51197243,1525810.2346778,3188.656340048,0.01
3228.12,3228.12,3168.0,3192.98,1425.70033494,4547223.985947,3189.4668707771,-0.01
3199.99,3216.19,3172.06,3201.39,641.98842787,2051868.9327401,3196.1151380062,0.0
3201.4,3230.97,3160.03,3224.5,478.51197243,1525810.2346778,3188.656340048,0.01
2967.25,3282.94,2951.15,3197.4,2527.88638875,7779205.1220768,3077.355515935,0.07
3199.99,3216.19,3172.06,3201.39,641.98842787,2051868.9327401,3196.1151380062,0.0
2967.16,2986.9,2955.99,2962.08,1145.69363257,3402212.733281,2969.565891406,-0.0
2967.25,3282.94,2951.15,3197.4,2527.88638875,7779205.1220768,3077.355515935,0.07
3009.99,3022.97,2933.33,2967.86,1619.51553187,4800881.1570493,2964.3934019613,-0.01
2967.16,2986.9,2955.99,2962.08,1145.69363257,3402212.733281,2969.565891406,-0.0
2987.14,3012.44,2975.0,3009.96,1287.130841,3862008.0841726,3000.4782428895,0.01
3009.99,3022.97,2933.33,2967.86,1619.51553187,4800881.1570493,2964.3934019613,-0.01
2985.55,3007.1,2969.0,2990.31,993.53957004,2966348.6946061,2985.6371945877,0.0
2987.14,3012.44,2975.0,3009.96,1287.130841,3862008.0841726,3000.4782428895,0.01
3029.68,3032.61,2961.7,2987.32,499.33110012,1493164.787121,2990.3300370479,-0.01
2985.55,3007.1,2969.0,2990.31,993.53957004,2966348.6946061,2985.6371945877,0.0
3003.18,3037.96,2979.97,3028.84,622.52438163,1867852.2121158,3000.4482832063,0.01
3029.68,3032.61,2961.7,2987.32,499.33110012,1493164.787121,2990.3300370479,-0.01
2983.91,3017.52,2953.0,3002.52,1327.52525302,3967179.7535246,2988.4024763368,0.01
3003.18,3037.96,2979.97,3028.84,622.52438163,1867852.2121158,3000.4482832063,0.01
2999.62,3025.0,2963.63,2980.74,2312.755609,6905309.0028634,2985.7495430955,-0.01
2983.91,3017.52,2953.0,3002.52,1327.52525302,3967179.7535246,2988.4024763368,0.01
2977.39,3051.29,2955.16,2999.6,1998.93053413,6008802.289051,3006.0085563034,0.01
2999.62,3025.0,2963.63,2980.74,2312.755609,6905309.0028634,2985.7495430955,-0.01
3005.0,3009.99,2926.22,2973.7,2345.3918678,6980282.6386647,2976.1690293624,-0.01
2977.39,3051.29,2955.16,2999.6,1998.93053413,6008802.289051,3006.0085563034,0.01
3105.89,3105.89,2959.0,3005.0,1803.70940992,5416085.6817989,3002.7484760082,-0.03
3005.0,3009.99,2926.22,2973.7,2345.3918678,6980282.6386647,2976.1690293624,-0.01
3122.63,3132.46,3055.0,3105.98,516.8311823,1604801.5864039,3105.078875586,-0.01
3105.89,3105.89,2959.0,3005.0,1803.70940992,5416085.6817989,3002.7484760082,-0.03
3134.39,3207.29,3112.0,3122.47,713.5546976,2249682.6070557,3152.7822809133,-0.0
3122.63,3132.46,3055.0,3105.98,516.8311823,1604801.5864039,3105.078875586,-0.01
3163.16,3168.35,3108.1,3134.66,1713.65564257,5373434.8234179,3135.6561317998,-0.01
3134.39,3207.29,3112.0,3122.47,713.5546976,2249682.6070557,3152.7822809133,-0.0
3128.1,3184.4,3105.0,3163.77,1766.34634128,5544812.9004179,3139.1425174294,0.01
3163.16,3168.35,3108.1,3134.66,1713.65564257,5373434.8234179,3135.6561317998,-0.01
3147.27,3189.76,3100.54,3120.81,1841.42318751,5796056.5044463,3147.5961331213,-0.01
3128.1,3184.4,3105.0,3163.77,1766.34634128,5544812.9004179,3139.1425174294,0.01
3119.72,3179.73,3031.0,3154.05,1813.67323776,5663334.1256088,3122.5768830351,0.01
3147.27,3189.76,3100.54,3120.81,1841.42318751,5796056.5044463,3147.5961331213,-0.01
3117.61,3145.77,3080.5,3114.22,1792.35379524,5594491.2715382,3121.3096914212,-0.0
3119.72,3179.73,3031.0,3154.05,1813.67323776,5663334.1256088,3122.5768830351,0.01
3248.67,3260.84,3054.9,3116.61,1193.86767511,3745079.980646,3136.9305482712,-0.04
3117.61,3145.77,3080.5,3114.22,1792.35379524,5594491.2715382,3121.3096914212,-0.0
3188.02,3304.87,3173.42,3249.89,683.1162452,2227913.3964097,3261.397181028,0.02
3248.67,3260.84,3054.9,3116.61,1193.86767511,3745079.980646,3136.9305482712,-0.04
3203.0,3203.01,3149.48,3188.1,1712.28065543,5445721.2645575,3180.3905786636,-0.0
3188.02,3304.87,3173.42,3249.89,683.1162452,2227913.3964097,3261.397181028,0.02
3168.0,3211.44,3119.0,3195.36,1941.13374663,6155600.4232922,3171.1366792623,0.01
3203.0,3203.01,3149.48,3188.1,1712.28065543,5445721.2645575,3180.3905786636,-0.0
3146.95,3228.7,3138.5,3167.0,2248.91603088,7150757.7748416,3179.6464059369,0.01
3168.0,3211.44,3119.0,3195.36,1941.13374663,6155600.4232922,3171.1366792623,0.01
3202.08,3217.42,3119.0,3146.99,2119.71750467,6769611.3938334,3193.6384819765,-0.02
3146.95,3228.7,3138.5,3167.0,2248.91603088,7150757.7748416,3179.6464059369,0.01
3072.4,3239.18,3066.04,3193.0,1774.78495706,5579431.8000832,3143.722724203,0.04
3202.08,3217.42,3119.0,3146.99,2119.71750467,6769611.3938334,3193.6384819765,-0.02
3174.0,3187.0,3045.79,3074.84,935.38202074,2896628.54824,3096.7331892358,-0.03
3072.4,3239.18,3066.04,3193.0,1774.78495706,5579431.8000832,3143.722724203,0.04
3184.3,3193.33,3130.0,3174.28,651.90477941,2068194.8708069,3172.5413528624,-0.0
3174.0,3187.0,3045.79,3074.84,935.38202074,2896628.54824,3096.7331892358,-0.03
3164.73,3261.35,3121.45,3184.45,2176.33557694,6920644.1943216,3179.9527001494,0.01
3184.3,3193.33,3130.0,3174.28,651.90477941,2068194.8708069,3172.5413528624,-0.0
3460.6,3499.99,3122.22,3164.33,6263.3548287,21058813.146223,3362.2257914764,-0.09
3164.73,3261.35,3121.45,3184.45,2176.33557694,6920644.1943216,3179.9527001494,0.01
3497.83,3541.8,3450.0,3468.34,1711.69087024,5978406.1643421,3492.6903381239,-0.01
3460.6,3499.99,3122.22,3164.33,6263.3548287,21058813.146223,3362.2257914764,-0.09
3498.68,3612.08,3450.0,3495.52,2099.35870521,7405427.6830269,3527.4713485832,-0.0
3497.83,3541.8,3450.0,3468.34,1711.69087024,5978406.1643421,3492.6903381239,-0.01
3549.7,3576.13,3467.57,3497.11,1679.62120952,5909199.3964333,3518.1738376131,-0.01
3498.68,3612.08,3450.0,3495.52,2099.35870521,7405427.6830269,3527.4713485832,-0.0
3349.99,3580.26,3312.81,3550.0,817.53972625,2841814.4981021,3476.0567674642,0.06
3549.7,3576.13,3467.57,3497.11,1679.62120952,5909199.3964333,3518.1738376131,-0.01
3366.7,3412.0,3333.0,3343.0,430.07214292,1451799.7071373,3375.7120311959,-0.01
3349.99,3580.26,3312.81,3550.0,817.53972625,2841814.4981021,3476.0567674642,0.06
3333.83,3385.0,3286.61,3358.75,1649.71410764,5497526.3821486,3332.4115716105,0.01
3366.7,3412.0,3333.0,3343.0,430.07214292,1451799.7071373,3375.7120311959,-0.01
3445.36,3445.36,3307.05,3325.58,2205.69894119,7441744.8567643,3373.8715278838,-0.03
3333.83,3385.0,3286.61,3358.75,1649.71410764,5497526.3821486,3332.4115716105,0.01
3343.81,3454.4,3296.74,3433.28,1119.02516755,3769641.8560689,3368.6837127374,0.03
3445.36,3445.36,3307.05,3325.58,2205.69894119,7441744.8567643,3373.8715278838,-0.03
3233.87,3347.55,3195.0,3342.3,715.11531146,2329826.7246343,3257.9734866502,0.03
3343.81,3454.4,3296.74,3433.28,1119.02516755,3769641.8560689,3368.6837127374,0.03
3373.8,3373.8,3195.91,3233.87,2074.48528756,6849895.2051817,3301.9733840767,-0.04
3233.87,3347.55,3195.0,3342.3,715.11531146,2329826.7246343,3257.9734866502,0.03
3278.34,3400.0,3238.62,3373.8,731.08640058,2445584.6175864,3345.1376138938,0.03
3373.8,3373.8,3195.91,3233.87,2074.48528756,6849895.2051817,3301.9733840767,-0.04
3416.37,3464.3,3245.74,3262.73,2102.03617016,7078837.6280216,3367.6098101979,-0.04
3278.34,3400.0,3238.62,3373.8,731.08640058,2445584.6175864,3345.1376138938,0.03
3156.97,3466.66,3140.0,3416.39,2860.06222629,9273809.9768722,3242.5203520491,0.08
3416.37,3464.3,3245.74,3262.73,2102.03617016,7078837.6280216,3367.6098101979,-0.04
3370.28,3389.53,3130.0,3154.93,2727.18392303,8936680.8335417,3276.8896729241,-0.06
3156.97,3466.66,3140.0,3416.39,2860.06222629,9273809.9768722,3242.5203520491,0.08
3334.72,3398.79,3252.0,3368.53,843.74147039,2806880.823177,3326.7071984498,0.01
3370.28,3389.53,3130.0,3154.93,2727.18392303,8936680.8335417,3276.8896729241,-0.06
3554.04,3560.38,3257.0,3321.0,1645.00355954,5494704.3209167,3340.2385600024,-0.07
3334.72,3398.79,3252.0,3368.53,843.74147039,2806880.823177,3326.7071984498,0.01
3486.67,3726.09,3476.2,3550.0,2730.10494144,9931165.8612443,3637.649861183,0.02
3554.04,3560.38,3257.0,3321.0,1645.00355954,5494704.3209167,3340.2385600024,-0.07
3512.0,3584.0,3449.35,3475.98,643.55035049,2263901.5528283,3517.831279409,-0.01
3486.67,3726.09,3476.2,3550.0,2730.10494144,9931165.8612443,3637.649861183,0.02
3386.62,3530.0,3338.39,3510.7,783.85726963,2683952.7628115,3424.0324951995,0.04
3512.0,3584.0,3449.35,3475.98,643.55035049,2263901.5528283,3517.831279409,-0.01
3553.88,3638.0,3319.7,3386.65,2730.30342092,9513686.0731339,3484.4794172833,-0.05
3386.62,3530.0,3338.39,3510.7,783.85726963,2683952.7628115,3424.0324951995,0.04
3242.16,3654.94,3220.0,3566.56,3839.81125781,13453315.698581,3503.6398393846,0.09
3553.88,3638.0,3319.7,3386.65,2730.30342092,9513686.0731339,3484.4794172833,-0.05
3235.85,3463.42,3201.0,3231.01,3993.8794164,13272220.946621,3323.1401258939,-0.0
3242.16,3654.94,3220.0,3566.56,3839.81125781,13453315.698581,3503.6398393846,0.09
3094.49,3244.62,3016.51,3233.39,2738.21449807,8449715.0791961,3085.8484918372,0.04
3235.85,3463.42,3201.0,3231.01,3993.8794164,13272220.946621,3323.1401258939,-0.0
2834.19,3172.02,2822.58,3095.61,3004.94002903,8995898.5503703,2993.7031899016,0.08
3094.49,3244.62,3016.51,3233.39,2738.21449807,8449715.0791961,3085.8484918372,0.04
2824.5,2889.49,2817.3,2835.0,549.69356843,1570200.9524256,2856.5023180285,0.0
2834.19,3172.02,2822.58,3095.61,3004.94002903,8995898.5503703,2993.7031899016,0.08
2832.61,2861.0,2773.36,2819.0,700.04576226,1965864.3143841,2808.1940072569,-0.0
2824.5,2889.49,2817.3,2835.0,549.69356843,1570200.9524256,2856.5023180285,0.0
