7463.13,7922.64,7410.0,7833.55,1664.21044306,12760079.367935,7667.3472523538,0.05
7491.24,7597.5,7389.49,7470.25,883.87428704,6612672.8917673,7481.4631319488,-0.0
7463.13,7922.64,7410.0,7833.55,1664.21044306,12760079.367935,7667.3472523538,0.05
7175.94,7575.46,7088.36,7490.45,1816.72045258,13342613.26327,7344.340316267,0.04
7491.24,7597.5,7389.49,7470.25,883.87428704,6612672.8917673,7481.4631319488,-0.0
7437.71,7456.51,7103.5,7176.25,1141.97491307,8263954.1877195,7236.5461737713,-0.04
7175.94,7575.46,7088.36,7490.45,1816.72045258,13342613.26327,7344.340316267,0.04
7431.0,7479.69,7319.87,7437.71,557.12674498,4117962.7669598,7391.428977454,0.0
7437.71,7456.51,7103.5,7176.25,1141.97491307,8263954.1877195,7236.5461737713,-0.04
7522.85,7522.85,7307.78,7431.0,895.4048397,6651378.994184,7428.3482725116,-0.01
7431.0,7479.69,7319.87,7437.71,557.12674498,4117962.7669598,7391.428977454,0.0
7667.0,7684.79,7360.68,7513.0,996.18119645,7474975.5580497,7503.6304486448,-0.02
7522.85,7522.85,7307.78,7431.0,895.4048397,6651378.994184,7428.3482725116,-0.01
7620.62,7674.46,7476.79,7648.06,1044.20760517,7884543.4460469,7550.74317311,0.0
7667.0,7684.79,7360.68,7513.0,996.18119645,7474975.5580497,7503.6304486448,-0.02
7630.52,7830.51,7525.78,7622.89,1687.3288966,12972560.479793,7688.2227916164,-0.0
7620.62,7674.46,7476.79,7648.06,1044.20760517,7884543.4460469,7550.74317311,0.0
7373.41,7674.22,7053.43,7629.67,2381.07509807,17595855.938248,7389.8786109309,0.03
7630.52,7830.51,7525.78,7622.89,1687.3288966,12972560.479793,7688.2227916164,-0.0
