Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2019-03-21,4034.54,4056.6,3928.5,3989.78,24.51522768,98033.188519863,3998.8691844719
2019-03-22,3983.88,3995.86,3976.7,3995.86,10.17489151,40507.618085379,3981.1351350103
2019-03-23,3982.2,4007.23,3966.23,3982.7,9.44816252,37817.077892001,4002.585456373
2019-03-24,3987.3,4003.4,3955.13,3966.54,9.52,37992.2307,3990.7805357143
2019-03-25,3966.54,3971.9,3889.3,3909.3,2.56148524,10104.26808407,3944.6911214954
2019-03-26,3909.1,3923.5,3888.12,3920.04,16.03327621,62657.062479039,3907.9388178917
2019-03-27,3919.52,4031.81,3919.52,4029.36,32.60409653,130208.77813345,3993.6324570025
2019-03-28,4019.8,4020.5,3999.9,4019.67,18.78995879,75332.285627933,4009.1777991565
2019-03-29,4011.98,4096.38,4004.67,4091.21,25.16583613,101831.45450382,4046.4164980564
2019-03-30,4086.6,4124.44,4046.8,4093.9,16.43134057,67078.782369331,4082.3682087024
2019-03-31,4093.34,4098.7,4079.46,4093.4,4.38760139,17937.76924723,4088.2859796957
2019-04-01,4090.1,4143.9,4061.19,4133.0,17.98078774,74081.71731417,4120.0484864947
2019-04-02,4133.0,5079.8,4131.76,4901.73,142.51853913,659750.26187094,4629.2241409319
2019-04-03,4901.68,5329.9,4847.3,4973.6,124.49273918,628747.53792987,5050.4755704731
2019-04-04,4952.8,5063.7,4799.8,4899.41,22.75427516,112818.38411897,4958.118126184
2019-04-05,4908.7,5054.01,4903.8,5033.35,28.4442895,141964.36153292,4990.9617722361
2019-04-06,5012.2,5218.21,4914.82,5048.05,35.3471171,178851.16351563,5059.8515010331
2019-04-07,5063.19,5247.5,5060.4,5162.1,15.35584488,79348.823332794,5167.3368644236
2019-04-08,5164.6,5329.1,5144.4,5288.32,30.29844049,160167.04292822,5286.3131018603
2019-04-09,5251.0,5266.15,5157.2,5197.5,23.05009005,120119.58563105,5211.2414906185
2019-04-10,5171.65,5448.3,5171.5,5308.0,27.59166731,146194.32910482,5298.4956458879
2019-04-11,5315.24,5315.24,4962.15,5045.0,40.04464256,203639.93199151,5085.3227541335
2019-04-12,5023.4,5092.08,4913.2,5080.28,12.77545717,63978.961460318,5007.9586670728
2019-04-13,5088.0,5114.9,5037.0,5068.32,7.06218827,35815.629141955,5071.4633726347
2019-04-14,5052.7,5213.5,5048.54,5150.78,21.39489911,110211.69743668,5151.3071816807
2019-04-15,5151.31,5174.72,4960.49,5039.06,6.43345492,32630.491477601,5072.0012626747
2019-04-16,5039.66,5214.47,5026.17,5205.01,27.20870587,140607.8996301,5167.7540380609
2019-04-17,5204.9,5241.6,5183.58,5210.93,9.11273165,47577.522030773,5220.9945226219
2019-04-18,5210.93,5302.4,5210.93,5281.7,23.19710096,121848.90685396,5252.7644322483
2019-04-19,5264.9,5335.1,5204.21,5290.7,15.33857024,80926.520904258,5276.0146244412
2019-04-20,5288.6,5353.9,5288.6,5290.0,9.83087516,52431.572499839,5333.3575746311
2019-04-21,5264.2,5270.8,5233.8,5254.77,0.942,4947.32286,5251.9350955414
